timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.68303E+12,2561,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2490,0,0
1.68303E+12,2600,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-26,text,TRUE,,90860,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2483,0,0
1.68303E+12,2556,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-22,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2493,0,0
1.68303E+12,2528,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-21,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2358,0,0
1.68303E+12,2923,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,TRUE,,90859,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2869,0,0
1.68303E+12,2933,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-23,text,TRUE,,90869,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2843,0,0
1.68303E+12,2946,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,TRUE,,90869,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2910,0,0
1.68303E+12,2949,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,TRUE,,90869,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2915,0,0
1.68303E+12,2921,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,TRUE,,90869,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2855,0,0
1.68303E+12,2955,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-24,text,TRUE,,90869,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2904,0,0
